url,text,favicon_url
https://moreandmoreltd.com,"Launched in 2016, More and More is a motion and design studio founded by Carl Burgess and Tom Darracott. The London based studio has a strong design-led approach, developing film and 3d imagery with a distinctive and unexpected tone of voice. Utilising new technologies to create forward looking visual communication, the philosophy is to unify design, production and direction under one roof to produce the most responsive and effective work.",https://moreandmoreltd.com/moreandmore.ico
https://trulytype.com,"beginning graphic design typography, trulytype, truly type, trulytype.com, modern, geometric, grotesque, modest, super family, modernism, font, font typeface, free typeface, typeface logo, typeface design, serif typeface, fonts google, fonts free, download fonts, free font, best fonts, clean, serif, transitional, legible, heavy, elegant, sans-serif, trulytype.com, calligraphic, formal, art deco, faith, sharp, humanist, wide, narrow, flair, script, high x-height, netherlands, serif, magazine, neutral, slab serif, headline, bauhaus",
https://rfws.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes.",
https://laurabrown.studio,"Laura Brown designs and builds bespoke websites for creative brands, artists, galleries, and design companies.","data:,"
https://desmondwong.com,Typeface design and lettering,
https://ungroup.group,"ungroup is a Berlin-based creative practice engaged in design, research and programming.",https://ungroup.group/favicon.ico
https://www.son-la.co,Son La Pham Graphic Design and Technology Berlin,https://www.son-la.co/favicon.ico
https://variable.io,"Variable is a generative design and data visualisation studio based in London, UK. We blend design, software and aesthetics emerging from data, processes and human behaviour.",
https://www.daltonmaag.com,"Dalton Maag, Bruno Maag, Typefaces, Font Designers, Font Families, Aktiv Grotesk, Interface, Effra, Web Fonts, Trials, Modifications, Refinements, Custom",https://www.daltonmaag.com/favicon.ico
https://brendandawes.com,Interaction Design,https://brendandawes.com/assets/images/favicon.png
https://lgkallday.co.uk,"💚💙 Luke Greenaway is a freelance web &amp; digital designer based in Brighton, UK with over 12 years industry experience in website design/development, UI &amp; UX, web product design, creative direction &amp; consultancy.",https://lukegreenaway.xyz/wp-content/themes/allday/images/favicon/favicon-32x32.png
https://www.atipofoundry.com,an independent digital typeface foundry and graphic design studio,https://www.atipofoundry.com/assets/images/favicon.png
https://pastorplaczek.com,Design studio crafting digital experiences at the nexus of art and speculative design.,
https://ueberdosis.io,"Team with design competence, experience and passion. We create successful corporate websites, outstanding apps and impressive web applications.",https://ueberdosis.io/favicon.ico
https://flow-control.io,Empowering human cognition through design and technology.,
https://underscoretype.com,"Underscore is an independent publisher of quality digital typefaces, retail fonts and bespoke type design solutions.",https://underscoretype.com/favicon.ico
https://hyam.de,"We ideate, create and build digital products and services that people love. hy.am studios – a creative agency and digital design studio based in Berlin.",https://hyam.de/favicon-32x32.png?v=0178cfaec2e3819f8d9ceb6d21166565
https://workingnotworking.com,"outstanding, efficient, whimsical, Bomie is an independent freelance designer with specialties in smart and detail-oriented visual solutions, powerful ideas, and so much passion for fun. Looking for opportunities that require serious amount of caring and quality. Previously at Casper and Apple.",
https://pizzapizza.io,"Pizza Pizza is a digital product studio modeled on the two-pizza-rule, based in Berlin. We offer digital product design, branding, marketing and development services.",
https://rckt.com,Pixel but people. Design but thinking. Artificial but intelligent. Consultancy but agency. Find out how we make it work.,
http://www.fileunderpopular.com,"generative art,process based design,creative coding",
https://www.adamho.com,"Adam Ho is graphic and interaction designer, based in Brooklyn, New York.",https://assets-global.website-files.com/5e24e976cc9ad761634d007c/65400a86d4c70f226b9e5e1d_3232.png
https://reiner.design,Freelance design engineer based in Berlin.,https://reiner.design/favicon-pixel.png
https://wenzeldaniel.com,"Daniel Wenzel, graphic and type design, specialised in utilizing animation-tools and code.",https://wenzeldaniel.com/assets/css/img/favicon/android-icon-192x192.png
https://chevalvert.fr,"Chevalvert est un studio de design graphique, typographique et interactif.",https://chevalvert.fr/assets/favicons/favicon-32x32.png?v=3
http://christopherlacy.co.uk,"Designing, making and organising by Chris Lacy.",
https://samuelhewitt.com,"Sam Hewitt, Human Interface Designer",https://samuelhewitt.com/img/favicon.png
https://56.digital,A boutique design studio based in Toronto specializing in art direction and digital experiences.,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC"
https://www.aarongilmore.com,Aaron Gilmore is a designer and developer based in Ireland,https://www.aarongilmore.com/images/favicon.png
https://www.absentees.co,Digital designer/developer based in Sydney NSW.,
https://random.studio,"Random Studio is an experience design studio. We are an international team of visual artists, strategists and engineers who blur the boundaries between art, design and technology.",https://random.studio/favicons/favicon-32x32.png
https://abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production,…",https://abcdinamo.com/assets/favicon/favicon.svg
https://robert-janes.com,Robert Janes is a Type Designer and Engineer.,https://robert-janes.com/static/media/favicon.ico
https://www.patrik-huebner.com,"Generative Design and Creative Coding for brands, agencies and cultural institutions. A fusion of storytelling, experience and branding with algorithms, human interaction, data, artificial intelligence and programming.",https://www.patrik-huebner.com/wordpress/wp-content/themes/PatrikHuebner/img/favicon-96x96.png
https://hanli.eu,"Hanzer Liccini, Studio for graphic design and typography",https://hanli.eu/wp-content/uploads/2019/03/favicon.ico
https://waf.gmbh,WAF GMBH proposes a more effective model for designing and implementing digital platforms.,https://waf.gmbh/WAFGMBH-favicon-16x16.png
https://timrausch.de,Tim Rausch is a hamburg based graphic design and code writer,
https://markfromberg.com,"Typeface Design, Type, Python, Programming, Tool, Development, Letters, Lettering, Illustration, Graphic Design, Corporate Design, Book Design, Typography",https://markfromberg.com/user/themes/quark/images/favicon.png
https://www.field.systems,"FIELD.SYSTEMS, art and technology, generative design, interactive installation, brand art, generative brand design system",https://www.field.systems/favicon-systems/favicon-32x32.png
https://www.gabischillig.de,"Gabi Schillig, Architecture, Communication Design, Conceptual Design, Spaces of Communication, Exhibition, Material, Research, Dialogical Spaces, Professor, Spatial Design, Berlin, Düsseldorf",
http://roxaboxen.us,Roxaboxen is a California-based design studio specializing in typefaces and identity systems.,http://roxaboxen.us/favicon/favicon-32x32.png
https://www.quality-wolves.com,Our company provides high-quality design and development services. We specialize in creating innovative and marketable products that help businesses grow.,https://assets-global.website-files.com/6091435524317b46dc1e9760/626bd6539a74b117997b3907_favicon-32x32.png
https://matthewragan.com,Media Maker and Interactive System Designer,https://s1.wp.com/i/favicon.ico
https://web3000.net,web3000 is a web design and development studio based in Berlin,https://web3000.net/favicon.png
https://andreasfaust.de,Andreas Faust is a Berlin-based Graphic and Type Designer and Web­developer. He works as Creative Director for the german Edition of Jacobin Magazine and is Partner at Open Foundry.,
https://intmagic.com,"International Magic is an experience design studio, creating new modes of interaction and visual communication. We believe in the power to entertain and innovate for the next generation.",https://intmagic.com/_nuxt/icons/icon_64x64.b82c9c.png
https://andirueckel.com,"aesthetics, computation, design, development, gestaltung, graphic, interaction, interface, new media, prototyping, research, typography, visual, web",https://andirueckel.com/favicon.ico
http://gregorfinger.de,"this site provides a quick overview of gregor finger as designer and creative technologist, some would call it art",http://gregorfinger.de/assets/images/favicon.ico
https://www.foreignobjects.net,"design, consultancy, NEW INC, MIT, Media Lab, ACT, decentralization, Kallirroi, Retzepi, Agnes Cameron, Ghantous, Zhexi, architecture, software",https://www.foreignobjects.net/favicon.ico
https://merani.cc,"Media Artist, Creative Technologist and Designer from Berlin",https://merani.cc/favicon.ico
https://in-no-particular-order.info,"design, information design, graphic design, spreadsheet, innoparticularorer, in no particular order,",
https://maxitype.com,"Maxitype is a collaborative platform to encourage type design research. We offer retail and bespoke typefaces, paying special attention to contemporary visual languages and historical knowledge.",https://maxitype.com/wp-content/uploads/2021/12/cropped-android-chrome-512x512-2-32x32.png
https://haukeirrgang.com,Designer and Typographer from Berlin,
https://mtwtf.com,"MTWTF is a design studio that creates communication platforms for cultural, commercial, educational, and civic clients.",https://mtwtf.com/sites/default/files/fav_1_0.png
https://newtendency.com,Contemporary Design Furniture for Your Home and Office,https://newtendency.com/wp-content/themes/newtendency/static/images/favicon.ico
https://www.lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks.",https://www.lust.nl/favicon.ico
https://n-m.world,"Neo-Metabolism is a planetary research, design and life practice.",https://freight.cargo.site/t/original/i/79afa2b704082ccf66e79c75e27b36528184055ba3973c9b247ff679ff025c2e/android-chrome-512x512.ico
https://grafik.co.nz,Designer / Developer,https://grafik.co.nz/favicon.svg
https://vinzenzaubry.com,Digital archive of media artist and designer Vinzenz Aubry.,
https://alright.studio,"Since 2017, Alright Studio is a deliberate and dynamic, full-service creative agency with a design &amp; technology focus. Based in Brooklyn, NY operating globally.",https://alright.studio/favicon.ico
https://studiodumbar.com,"Studio Dumbar/DEPT® is an international design agency specialised in visual branding and online branding, located in Rotterdam.",https://studiodumbar.com/assets/favicon/favicon-32x32.png
https://ttato.design,We work hand in hand with talented designers from around the world to create beautiful and timeless products.,
https://taliacotton.com,"Talia Cotton is a designer, coder, and educator who specializes in the intersection of brand identities and technology. She is leads the design and development of data-driven and algorithmic brand identities and websites at Pentagram in New York City, and teaches Core Interaction at Parsons School of Design.",https://taliacotton.com/assets/favicon/2023/favicon-32x32.png
https://www.yonk.online,"Hello there! We are YONK, a 3D studio based in The Hague (NL). We specialise in using Virtual Reality sculpting software to create 3D character design and animations to be used in advertising, video clips, identity, face filters and a lot more. This tool has helped us develop a unique maximalist and whimsical style paired with tangible textures and vivid colours. We aim to create work that steers away from conventional 3D and is entirely playful, dream-like and sometimes, damn right weird!",
https://haha.services,A FULL SERVICE DESIGN AND DEVELOPEMENT STUDIO IN NYC,https://haha.services/imgs/favicon.ico
https://armarchitecture.com.au,"ARM Architecture is an award-winning architecture, urban design and interior design practice. We work around Australia and are known for our scholarship and creativity. We enrich our design work by incorporating aspects of each project’s culture, environment, history and character as well as its purpose. The outcomes are individual and distinctive. Each could exist nowhere else, and for nobody else.",
https://www.metalab.com,"MetaLab helps some of the world’s top companies—like Slack and Google—design, build, and ship amazing products and services.",https://assets-global.website-files.com/6010047027c80a4854f3bdd8/604103b6e183d325ccd539d7_602a6aeca147690a31b6370b_favicon.ico
https://anthonyzukofsky.com,"ANTHONY ZUKOFSKY (b.1992) (he/him) is a graphic designer, educator and writer in New York, NY, building dynamic identity systems and interactive projects for...",https://freight.cargo.site/t/original/i/c159d349e4c3195f943c5c729b24f5a298fedd86d36cbb880c8da6dd368bbbdd/Favicon-01.ico
http://www.hansje.net,"Graphic designer Hansje van Halem (1978, pronunciation: [hans-yeh]) gathered recognition with her distinctive typography and geometric, almost psychedelic...",https://favicon.cargocollective.com/141896-1404815826.ico
http://hansje.net,"graphic design, typography, pattern, type",https://favicon.cargocollective.com/141896-1404815826.ico
https://portorocha.com,PORTO ROCHA is a New York-based design and branding agency developing creative and strategic work that engages deeply with the world we live in.,https://portorocha.com/cat.ico
https://wildcosmos.studio,"Brand Strategy &nbsp; &nbsp;Graphic Design &nbsp; &nbsp;Community &nbsp; &nbsp; Wild Cosmos is a story-driven creative studio based in Malmö, Sweden.&nbsp; ( OUR...",https://freight.cargo.site/t/original/i/710044b7bb4985e5612d9046253191902356a6698783e36e91d85727190eb162/logo_WC_white.ico
https://tautau.co,"Product Designer fluent with UX &amp; UI, running collaborative design workshops and user testing. Able to communicate design ideas and prototype with open web programming languages. Experienced in branding  and development of visual identities.",https://tautau.co/assets/images/favicon/favicon-32x32.png
https://laurelschwulst.com,"Artist, writer, &amp; professor creating special environments for curiosity, learning, and reflecting. Currently teaching 'Graphic Design: Link' at Princeton.",https://laurelschwulst.com/content/greencircle.png
http://www.pieterjangrandry.com,Berlin based graphic designer from Belgium,http://www.pieterjangrandry.com/favicon.ico
https://lydiawhite.info,"Lydia White is lead product designer at Tumblr, Inc in New York City. She also takes pictures and runs a half dome retreat called the Shell House.",
http://www.createwithmalte.de,"Malte Weber is a Designer from Berlin. He is working at the intersection between Computer Science, Psychology and Design.",
https://ewalthert.com,"Edgar Walthert's studio practice is typedesign while still maintaining a strong interest in graphic design. His strengths are at their best in combination, for instance, when a corporate identity benefits from a cutsom typeface.",https://ewalthert.com/assets/icons/favicon-196x196.png
https://dirk-erdmann.com,"Interaction Designer living in the quarantine world. Mostly motion, sonic and visual experiences. New Media student at the UdK Berlin.",https://dirk-erdmann.com/favicon.png
https://studio-sml.com,"Studio S/M/L ist ein in Berlin ansässiges Gestaltungsbüro, spezialisiert auf Corporate Design, Editorial Design und kreative Designstrategien.",
https://www.markuslerner.com,"Interaction Designer, Creative Coder",https://www.markuslerner.com/favicon-32x32.png
https://y-u-k-i-k-o.com,"Yukiko is a Berlin-based creative agency specialising in creative direction, art direction, brand strategy, concept generation and graphic design for commercial and cultural clients alike.",https://y-u-k-i-k-o.com/favicon-32x32.png?3
https://2x4.org,"We develop brand strategy, content, and design systems for creative partners everywhere.",
https://www.xxix.co,"Twenty Nine is a design and technology studio building brands, products, and experiences based mostly in New York City and Berlin.",https://www.xxix.co/favicon.ico
https://localprojects.com,"Local Projects is an exhibition and media design firm for museums and public spaces. While innovation drives much of today’s design, we’re interested in creating projects that endure.",https://localprojects.com/favicon-32x32.png
https://jansindler.com,"jansindler.com, Type, Jan, Šindler, Design, RoboFont, code, Czechia, Haag, Prague, Netherlands, KABK, Type and Media, TM, TM2020, Afrikola, Integra, rotor, variable, VTT, hinting",https://jansindler.com/assets/favicon.ico
https://troyleinster.com,Troy Leinster is an Australian typeface designer working in New York City.,https://static.cargo.site/favicon/favicon.ico
https://nicholaschristowitz.com,Nicholas Christowitz is a graphic designer. He's one half of Http Studio and one third of Father Coffee. Berlin and busy.,
https://mad.ac,"MAD designs and develops digital products. We're a team of strategists, designers and technologists that unlocks creative potential in progressive organisations.",https://mad.ac/favicon.ico
https://http.studio,Design and development for glowing rectangles,
https://www.hi-malta.com,This is Romina Malta's professional site. She is an art director with focus on illustration and sound design. ,https://www.hi-malta.com/images/fav32.png
http://www.wearecomposite.co,We design things that captivate and engage real people.,https://assets-global.website-files.com/56704fd3f32c67943c66841e/63c0651eab80d4583a095a24_composite%20web%2032pxv.png
https://wkshps.com,"Wkshps is a multidisciplinary design workshop that crafts identities for art institutions, public spaces, non-profits, and global brands alike.",https://wkshps.com/wp-content/themes/wkshps/images/favicon.png
https://noideas.website,"No Ideas is a graphic design studio in Brooklyn, New York. We create identities, websites, printed matter, editorial design and art direction for commercial and cultural clients.",https://noideas.website/favicon.ico
https://othermeans.us,Other Means is a graphic design studio in New York.,
https://www.wearecollins.com,COLLINS is a brand experience design company based in New York and San Francisco.,https://www.wearecollins.com/assets/images/favicon.ico
https://buck.co,"BUCK is a global creative company that brings brands, stories, and experiences to life through art, design, and technology.",
https://bewe.me,Design + programming,http://bewe.me/favicon_16.png
https://designsystems.international,Deeply technical design studio where communications meet systematic principles.,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJAAAACQCAYAAADnRuK4AAAACXBIWXMAAAsTAAALEwEAmpwYAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAGvSURBVHgB7dXBaQIBFEXRPyEQd1qBpAtJES7Sf9zGzXRgwBRxFzpyTgcPLrzlePy8Dw9xOn3N7mM3W/Y2EAiIREAkAiIREImASAREIiASAZEIiERAJAIiERCJgEgERCIgEgGRCIhEQCQCIhEQiYBIBEQiIBIBkQiIREAkAiIREImASAREIiASAZEIiERAJAIiERCJgEgERCIgEgGRCIhEQCQCIhEQiYBIBEQiIBIBkQiIREAkAiIREImASAREIiASAZEIiERAJAIiERCJgEgERCIgEgGRCIhEQCQCIhEQiYBIlvP5+z5P6PJzmev1d17Zfn+YrXs/POmIZVnmdvubV7au62ydCyMREImASAREIiASAZEIiERAJAIiERCJgEgERCIgEgGRCIhEQCQCIhEQiYBIBEQiIBIBkQiIREAkAiIREImASAREIiASAZEIiERAJAIiERCJgEgERCIgEgGRCIhEQCQCIhEQiYBIBEQiIBIBkQiIREAkAiIREImASAREIiASAZEIiERAJAIiERCJgEgERCIgEgGRCIhEQCQCIhEQiYBIBEQiIBIBkQiI5B+VXhCEMzdVcgAAAABJRU5ErkJggg=="
https://dashdigital.studio,"Designed to engage. Built to connect. Driven by research &amp; strategy, we're a digital design studio that helps reimagine how customers connect to your brand.",https://dashdigital.studio/favicon.png
https://joschabruening.eu,This is the Portfolio of Joscha Bruening. He is a very good Designer. Some say even the best.,
https://www.jonathansplitlog.com,"Jonathan Splitlog is a product designer and collaborator in Chicago, IL working at Instrument on interface design for Google. Work Interface Design",https://cdn.blot.im/blog_a73a597ccae34227955f7a367ce77c66/_avatars/e3c2ac20-1405-4250-828e-1aefbfcd135a.png
https://underware.nl,"Zealotry wouldn’t be an inappropriate collective noun for Underware. They not only design typefaces, they live type — they educate about type, they publish about type, they talk about type, they want (and organise) others to talk about type.",https://underware.nl/_media/_favicons/favicon.ico
https://bb.agency,"We are a full-service creative agency specialized in crafting human-centric digital experiences. Our process includes services such as branding, user experience and user interface design with frontend development and cms integration.",
http://alexchavot.fr,"alex,Alex,ALEX,chavot,Chavot,CHAVOT,ENSBA,Lyon,portfolio,graphiste,graphisme,indépendant,indépendant,typo,typographie,typeface,graphic,design,poster,affiches,photo,photographie",http://alexchavot.fr/favicon.png
https://portfolio-dananthony.vercel.app,Web designer and front-end web developer,https://portfolio-dananthony.vercel.app/favicon.ico
https://paperfox.com.au,Web Design | Web Development | Berlin | Melbourne,https://paperfox.com.au/favicon.ico
https://www.lo-ol.design,"LO-OL type is a studio specialised in Latin, Hangeul and visual design revolving around typography and type design. The studio is located in Geneva, Switzerland.",https://www.lo-ol.design/favicon.ico
https://hottype.co,"Hot Type is a type foundry and design studio established by Marko Hrastovec. We design, produce and sell retail and custom typefaces.",https://hottype.co/media/site/e4f89ef283-1634071404/hottype-favicon-01-32x.png
https://www.typemates.com,"Passionate type designers nearby Hamburg and Munich. Black and white experts, distributing typefaces of our font collection and design exclusive Custom Fonts.",https://www.typemates.com/assets/images/favicons/favicon-32x32.png
https://klim.co.nz,"Klim Type Foundry is an independent typeface design studio led by Kris Sowersby and is based in Wellington, New Zealand. We sell a wide range of fonts online and undertake custom typographic work for international clients.",https://klim.co.nz/favicon-32x32.png?v=7b50a9deb58e35dc4a051d953a04e724
https://www.typotheque.com,"Typotheque type foundry, get unique, high quality fonts for print and screens directly from the designers. We also create custom (bespoke) fonts for most world's languages.",https://www.typotheque.com/favicon.ico
https://processtypefoundry.com,"The Process Type Foundry is a small, internationally recognized typeface design studio based in the Twin Cities of Minneapolis and St. Paul, Minnesota.",https://processtypefoundry.com/favicon.ico
https://order.design,"Order Type Foundry designs and releases practical typefaces for longterm applications. Research, intention, and detail define our process.",https://order.design/assets/favicon/android-icon-192x192.png
https://type.land,"Typeland is an independent type design studio based in London. We offer retail fonts exclusively through our own website. We also develop custom fonts, work on commissioned projects, and specialise in multi-script design and production.",https://type.land/media/site/6fc5867a26-1633982965/favicon-32x.png
https://mass-driver.com,Typeface design and font production studio. Mass-Driver works across disciplines to create high quality original fonts.,https://mass-driver.com/static/seo/favicon-32x32.png
https://tipografia.com.ar,"I’m a designer that works between type and software, bringing solutions to type foundries and other designers by helping them to improve their productivity trough streamlined workflows and ad-hoc tools.",
http://www.martijndeheer.nl,"Martijn de Heer is founder of â€“ and designer / creative coder at Apt Opt Out. Co-founder of SUSLIB. Coding teacher at the Royal Academy of Art, The Hague.",
http://aptoptout.studio,"A cross-disciplinary design studio, based in The Hague",
https://www.deniselu.com,"denise lu, graphics, data visualization, data vis, maps, charts, gis, visual journalist, developer, data, washington post, new york times, northwestern university, design, code",https://www.deniselu.com/favicon.ico
https://emilkowal.ski,"I'm a developer interested in design, currently building ui at Compound.",https://emilkowal.ski/favicon.ico
https://www.unwind.nl,"Unwind offers consulting, project management, technology and design in the field of new media.",https://www.unwind.nl/android-icon-192x192.png
https://janareddemann.de,Graphic design and development.,https://janareddemann.de/media/site/be1f29dfe5-1692170814/favicon.png
https://www.tyfromtheinternet.com,"Graphic design, type design, photography, and the occasional video production, in Ithaca, New York.",
https://margothofmans.com,Visual Artist - 3D Designer - Photogrammetry,https://images.squarespace-cdn.com/content/v1/63d8325e7440db4fb1f607d8/577423a7-77ac-4fb2-8d53-6ec5c6648bb2/favicon.ico
https://baubauwerk.com,"Hey, we're Baubauwerk, a branding &amp; design studio in Berlin.&nbsp;We build identities, we build websites and develop integrated communication through concept development, awesome creativity and outstanding graphic design.",https://baubauwerk.com/de/wp-content/themes/baubauwerk/img/favicons/favicon-196x196.png
https://mohanvadivel.com,"Product designer, building interface for software medium.",https://mohanvadivel.com/favicon.png
https://www.revolvertype.com,"Revolver Type Foundry - High quality fonts, lettering and custom type design.",https://www.revolvertype.com/favicon.ico
https://www.typearture.com,"Typeface design that is more that it's visuals, Typearture merges fonts with concepts, culture, illustration, experiment and a touch a humor.",https://www.typearture.com/favicon.png
https://blazetype.eu,Type Design foundry | We design fonts for blazing hot projects!,https://blazetype-1f562.kxcdn.com/media/site/b44a1ce7d8-1642600683/blzt_favicon.png?width=32&v=b44a1ce7d8-1642600683&enlarge=0&fit=1
https://max.dev,"Max Schoening is a software designer working on tools for thought, creative expression, and planet scale computing.",
https://formal-settings.com,"Formal Settings is a type and graphic design studio specialising in editorial design, identity and type driven visual communication.",https://formal-settings.com/wp-content/uploads/2023/10/cropped-Favicon2023-32x32.png
https://objekteunserertage.com,Designed in Berlin &amp; Made in Germany,https://objekteunserertage.com/cdn/shop/files/OUT-favicon_32x32.png?v=1665141823
https://wild.as,"We bring together innovation, design, technology and business strategy to build award-winning websites, apps, and digital content.",https://wild.as/favicon-32x32.png
https://studiofreight.com,"A design studio built on principle. We grow brands by making them easy to understand and impossible to ignore. Our creative experts support with branding, art direction, strategy, web design, web development, packaging, copywriting, lettering, illustration, photography, murals, signage, video, and beyond.",https://studiofreight.com/favicon-32x32.png
https://combo.co,Combo is an independent branding and innovation agency using strategy and design to unlock what’s next.,
https://tom.so,"Tom Hackshaw is a school teacher and designer from Hokkaido, Japan. Currently based in Tāmaki Makaurau, Aotearoa.",https://tom.so/media/favicon.ico
https://www.publictype.us,Public is a collective of typeface and graphic designers. We have a boundless interest in constructing form to communicate. We are for curious discovery. We are advocates for type design. We work on custom typefaces for companies of all shapes and sizes. We count on a better tomorrow. We are Public.,https://www.publictype.us/tenant-favicon/favicon-32x32.png
https://cosmicshelter.com,Cosmic Shelter is a creative hub and digital studio. At the crossroad of engineering and art. We design and produce digital experiences that provoke emotions through tech.,
https://nurecas.com,"visual,interaction,innovator,electronics,programming,NFT,art,creativity,crypto art,blockchain,augmented reality,virtual reality,artificial intelligence,ai,3d,patent,artist,design,designer",https://cdn.myportfolio.com/02c5201375c3706250b26cf840ace79c/18dd962c-817c-41db-867b-66e26032a5e1_carw_1x1x32.png?h=77e9c6b5a4d6c4bec975647d6fee866e
https://www.paragraph.design,"→ Paragraph is the multidisciplinary design practice of Oliver Matzner, focusing on Branding, Editorial and Generative Design.We create digital experiences and analog sensations with an holistic design approach.",https://www.paragraph.design/assets/favicon/favicon.svg
https://laurenthorson.com,Lauren Thorson is a designer.,https://laurenthorson.com/wp-content/uploads/2022/06/cropped-LT-fav-01-32x32.png
https://lynnsohn.com,"Lynn Oh is a graphic designer based in New York City focusing on brand identity, type design, motion graphics, editorial, and interaction design....",https://freight.cargo.site/t/original/i/25cabcafa7cfadab0221af92a68489a13ce584cd0f965b3b845dc1935a2a7731/Untitled-1.ico
https://www.ppolder.com,"Philipp Polder is a multidisciplinary designer, webdeveloper and consultant specializing in unconventional online presences",https://www.ppolder.com/favicon/favicon.ico
http://www.alphabet-type.com,Alphabet Type is a font production and type technology studio from Berlin offering tools and services for type designers and foundries.,https://alphabet-jevnpddgfkthf9u.s3.amazonaws.com/static/favicons/favicon.ico
https://www.oooz.club,OOOZ is a multidisciplinary design club based in cologne. We love to design from 60 up to 1000 bpm.,
http://christopherprinz.com,Christopher Prinz is an Omaha based industrial designer seeking to expose extreme and rarely visible possibilities of materials and processes associated with manufacturing and construction.,http://christopherprinz.com/assets/favicon.png
https://juno-hamburg.com,"JUNO is a design-driven branding agency for the digital age from Hamburg, Germany.",https://juno-hamburg.com/assets/images/favicon.ico
https://pg-webstudio.de,"Webdesign für Göttingen und Umgebung, ob Wordpress, Drupal, Grav, Contao oder Joomla, SEO....",
https://justified.studio,A design &amp; technology studio helping brands create impact.,https://justified.studio/favicon-32x32.png?v=918dbef91307e8bf4a20151f6a36493b
https://lucaiiriti.com,"I’m a multidisciplinary designer and art director currently based in Berlin. Specialised in visual communication, I craft meaningful brands through effective ideas and strategic thinking.",https://images.squarespace-cdn.com/content/v1/5e73638a270c4837477e1fdd/f3b8969c-9735-4c4d-8fd4-349362ee01f6/favicon.ico?format=100w
https://erichu.info,Eric Hu studio is the creative consultancy and design practice of New York art director Eric Hu.,
https://alotofmoving.parts,"A design studio that tells stories about complicated systems at the intersection of architecture, culture, and technology.",https://alotofmoving.parts/favicon.png
https://seththompson.org,"Seth Thompson is the principal of A Lot of Moving Parts, a design and technology studio. He lives in Brooklyn, NY.",https://seththompson.org/favicon.ico
https://baukevanderlaan.eu,"Bauke designs and develops publications, identities, typefaces and digital products.",https://baukevanderlaan.eu/favicon-32x32.png
https://field.io,"FIELD.IO is an Artistic Practice for Experimental Design in London. We combine art + technology to create immersive audio-visual experiences, and powerful new formats of visual communication.",https://field.io/favicon-io/favicon-32x32.png
https://field.systems,"FIELD.SYSTEMS is an Artistic Practice for Experimental Design in London. We combine art + technology to create immersive audio-visual experiences, and powerful new formats of visual communication.",https://field.systems/favicon-systems/favicon-32x32.png
https://luizzanotello.com,Media artist and designer,https://luizzanotello.com/wp-content/uploads/2022/11/cropped-faviconblank-32x32.png
https://fonts.studiofeixen.ch,Studio Feixen Fonts is a type foundry founded by the Swiss design studio Studio Feixen.,
https://christoph.koe.berlin,Type Design &amp; Font Engineering,
https://justanotherfoundry.com,"Founded in 2004, Just Another Foundry is oper­ated by Tim Ahrens and Shoko Mugikura – a type designer and a typo­graph­er, respect­ively. Despite our unas­sum­ing name, we are uncom­monly skilled in the design and produc­tion of text and display fonts for print and screen. In addi­tion to devel­op­ing our retail library, we provide custom and custom­ised typefaces for small and large clients alike. As one of the first webfont providers, we consider on-screen use of our fonts as import­ant as print. Our exper­i­ence in dealing with licens­ing and tech­no­lo­gical issues of new media helps us develop the ideal font package for your project.",https://justanotherfoundry.com/favicon.ico?v=3
https://liuleslie.github.io,"Portfolio website of Leslie Liu, print and interaction designer.",
https://eric.young.li,Eric Li is a designer and software engineer based in New York.,https://eric.young.li/icons/favicon.ico
https://im-burrow.com,Burrow is a interdisciplinary design studio based in Berlin,https://im-burrow.com/favicon/favicon-32x32.png
https://javierunknos.com,"JAVIER UNKNOS is a multidisciplinary designer currently based between Madrid &amp; Valencia specialy focused on type design and visual comunication for wide range of international clients in diverse fields such cultural, art, fashion, music and audiovisual industries.",https://javierunknos.com/favicon/favicon.ico
https://pavellaptev.github.io,Pavel Laptev — digital designer,https://pavellaptev.github.io/ico-32.png
http://charlielemaignan.com,Graphic &amp; interactive designer focused on motion and typography. For inquiries say hi@charlielemaignan.com,https://charlielemaignan.com/public/assets/00-tools/favicon.ico
https://grantcuster.com,Designer and engineer focused on new and alternative interfaces.,https://grantcuster.com/sloth-favicon.png
https://arrowtype.com,Design and development for modern typography,https://arrowtype.com/favicon.svg
https://typefaces.pizza,Pizza Typefaces is an independent type design foundry. We bake and distribute flavored and custom fonts.,https://typefaces.pizza/favicon-32x32.png?v=22e9d6e1bb59541fd2cc96282772530f
